id_ato,id_dodf,tipo_rel,id_rel,anotador_rel,timestamp_rel,tipo_ent,id_ent,anotador_ent,timestamp_ent,offset,length,texto
22_20.12.2019.1-R20,22_20.12.2019.1,REL_AVISO_LICITACAO,R20,carla_araujo,2022-04-04T01:17:11Z,valor_estimado_contratacao,41,carla_araujo,2022-02-22T21:32:47Z,376551,10,"170.704,26"
22_20.12.2019.1-R20,22_20.12.2019.1,REL_AVISO_LICITACAO,R20,carla_araujo,2022-04-04T01:17:11Z,data_abertura_licitacao,11,carla_araujo,2022-02-22T20:46:12Z,376726,10,08/01/2020
22_20.12.2019.1-R20,22_20.12.2019.1,REL_AVISO_LICITACAO,R20,carla_araujo,2022-04-04T01:17:11Z,processo_gdf,12,carla_araujo,2022-02-22T20:46:12Z,376767,22,00040-00017799/2019-42
22_20.12.2019.1-R20,22_20.12.2019.1,REL_AVISO_LICITACAO,R20,carla_araujo,2022-04-04T01:17:11Z,nome_responsavel,14,carla_araujo,2022-02-22T20:46:12Z,376958,27,KARLA REGINA DA SILVA ROCHA
22_20.12.2019.1-R20,22_20.12.2019.1,REL_AVISO_LICITACAO,R20,carla_araujo,2022-04-04T01:17:11Z,tipo_objeto,467,carla_araujo,2022-04-04T01:16:06Z,376393,9,aquisicao
22_20.12.2019.1-R20,22_20.12.2019.1,REL_AVISO_LICITACAO,R20,carla_araujo,2022-04-04T01:17:11Z,objeto_licitacao,468,carla_araujo,2022-04-04T01:16:06Z,376355,175,"Registro de Precos visando a eventual aquisicao de material de informatica (cartuchos de tinta e de toner),
conforme especificacoes e condicoes constantes do Anexo I do Edital"
22_20.12.2019.1-R20,22_20.12.2019.1,REL_AVISO_LICITACAO,R20,carla_araujo,2022-04-04T01:17:11Z,orgao_licitante,469,carla_araujo,2022-04-04T01:17:05Z,376137,91,"demais orgaos participantes
do Sistema de Registro de Precos do Governo do Distrito Federal"
22_20.12.2019.1-R20,22_20.12.2019.1,REL_AVISO_LICITACAO,R20,carla_araujo,2022-04-04T01:17:11Z,AVISO_LICITACAO,470,carla_araujo,2022-04-04T01:17:05Z,376001,994,"AVISO DE LICITACAO
PREGAO ELETRONICO No 001/2020 - UASG 974002
A fim de atender a demanda do Instituto Brasilia Ambiental (IBRAM) e dos demais orgaos participantes
do Sistema de Registro de Precos do Governo do Distrito Federal, a Subsecretaria de Compras
Governamentais - SCG/SEGEA/SEEC operacionalizara licitacao no sistema Comprasnet, cujo objeto e o
Registro de Precos visando a eventual aquisicao de material de informatica (cartuchos de tinta e de toner),
conforme especificacoes e condicoes constantes do Anexo I do Edital. Valor estimado: R$ 170.704,26
(cento e setenta mil, setecentos e quadro reais e vinte e seis centavos). Tipo de Licitacao: Menor Preco.
Elemento de despesa: 33.90.30. Abertura das propostas dia 08/01/2020, as 09:30 horas. Processo no:
00040-00017799/2019-42. O  edital podera ser retirado  no endereco eletronico
www.comprasgovernamentais.gov.br. Informacoes pelo telefone: (61) 3313.8453.
Brasilia/DF, 19 de dezembro de 2019
KARLA REGINA DA SILVA ROCHA
Pregoeira"
22_20.12.2019.1-R7,22_20.12.2019.1,REL_ADITAMENTO_CONTRATO,R7,matheus_santos,2022-04-02T22:46:43Z,numero_termo_aditivo,282,matheus_santos,2022-03-04T15:40:34Z,385551,17,III TERMO ADITIVO
22_20.12.2019.1-R7,22_20.12.2019.1,REL_ADITAMENTO_CONTRATO,R7,matheus_santos,2022-04-02T22:46:43Z,numero_contrato,283,matheus_santos,2022-03-04T15:40:34Z,385588,8,064/2017
22_20.12.2019.1-R7,22_20.12.2019.1,REL_ADITAMENTO_CONTRATO,R7,matheus_santos,2022-04-02T22:46:43Z,orgao_contratante,284,matheus_santos,2022-03-04T15:40:34Z,385610,28,BRB - BANCO DE BRASILIA S/A.
22_20.12.2019.1-R7,22_20.12.2019.1,REL_ADITAMENTO_CONTRATO,R7,matheus_santos,2022-04-02T22:46:43Z,data_escrito,281,matheus_santos,2022-03-04T15:40:34Z,386022,10,18/12/2019
22_20.12.2019.1-R7,22_20.12.2019.1,REL_ADITAMENTO_CONTRATO,R7,matheus_santos,2022-04-02T22:46:43Z,processo_gdf,280,matheus_santos,2022-03-04T15:40:34Z,386564,16,041.001.009/2015
22_20.12.2019.1-R7,22_20.12.2019.1,REL_ADITAMENTO_CONTRATO,R7,matheus_santos,2022-04-02T22:46:43Z,objeto_aditamento_contratual,436,matheus_santos,2022-04-02T22:46:38Z,385790,210,"acrescer qualitativamente o contrato para incluir o servico de suporte a arquitetura Mainframe, a
partir do mes de dezembro/2019, o que representara um aumento percentual de 10,29% sobre os servicos
contratados"
22_20.12.2019.1-R7,22_20.12.2019.1,REL_ADITAMENTO_CONTRATO,R7,matheus_santos,2022-04-02T22:46:43Z,EXTRATO_ADITAMENTO_CONTRATUAL,437,matheus_santos,2022-04-02T22:46:38Z,385551,1164,"III TERMO ADITIVO AO CONTRATO BRB No 064/2017
Contratante: BRB - BANCO DE BRASILIA S/A. Contratada: 4BEARS INFORMATICA LTDA. Objeto
do contrato: servicos de suporte tecnico especializado ao ambiente mainframe IBM. Objeto do termo
aditivo: acrescer qualitativamente o contrato para incluir o servico de suporte a arquitetura Mainframe, a
partir do mes de dezembro/2019, o que representara um aumento percentual de 10,29% sobre os servicos
contratados. Aditivo firmado em: 18/12/2019. Para efeitos fiscais e de direito, as partes dao ao instrumento
contratual o novo valor de R$ 2.868.210,62 (dois milhoes, oitocentos e sessenta e oito mil, duzentos e dez
reais e sessenta e dois centavos). As despesas decorrentes do presente Contrato correrao com base no
Orcamento de Investimentos e Dispendios, Natureza 4 - dispendio das estatais, e Fonte 1 - geracao
propria. Signatarios do instrumento: pelo BRB, o Diretor DITEC, Sr. Fabiano Pereira Cortes e pela
contratada, Sr. Elder Rocha Pereira Vicente. Processo BRB no: 041.001.009/2015. Executor: Bruno Alves
Teixeira. Fiscal: Alberto Rainha de Castro. Responsavel pela publicacao: Jean Felippe Mazepas, Gerente
de Area."
22_20.12.2019.1-R8,22_20.12.2019.1,REL_ADITAMENTO_CONTRATO,R8,matheus_santos,2022-04-02T22:47:26Z,orgao_contratante,360,matheus_santos,2022-03-04T17:10:16Z,400815,6,SES/DF
22_20.12.2019.1-R8,22_20.12.2019.1,REL_ADITAMENTO_CONTRATO,R8,matheus_santos,2022-04-02T22:47:26Z,numero_termo_aditivo,357,matheus_santos,2022-03-04T17:10:16Z,399914,20,Quarto Termo Aditivo
22_20.12.2019.1-R8,22_20.12.2019.1,REL_ADITAMENTO_CONTRATO,R8,matheus_santos,2022-04-02T22:47:26Z,numero_contrato,358,matheus_santos,2022-03-04T17:10:16Z,399950,8,114/2015
22_20.12.2019.1-R8,22_20.12.2019.1,REL_ADITAMENTO_CONTRATO,R8,matheus_santos,2022-04-02T22:47:26Z,objeto_aditamento_contratual,361,matheus_santos,2022-03-04T17:10:16Z,400172,155,"Prorrogar o prazo de vigencia do Contrato, por mais 12 (doze) meses, a contar de 17/12/2019
a 16/12/2020, com base no Inciso II, Art. 57 da Lei n 8.666/93."
22_20.12.2019.1-R8,22_20.12.2019.1,REL_ADITAMENTO_CONTRATO,R8,matheus_santos,2022-04-02T22:47:26Z,processo_gdf,355,matheus_santos,2022-03-04T17:10:16Z,400760,16,0060-006232/2015
22_20.12.2019.1-R8,22_20.12.2019.1,REL_ADITAMENTO_CONTRATO,R8,matheus_santos,2022-04-02T22:47:26Z,data_escrito,356,matheus_santos,2022-03-04T17:10:16Z,400798,10,13/12/2019
22_20.12.2019.1-R8,22_20.12.2019.1,REL_ADITAMENTO_CONTRATO,R8,matheus_santos,2022-04-02T22:47:26Z,orgao_contratante,438,matheus_santos,2022-04-02T22:47:20Z,400029,49,SECRETARIA DE ESTADO DE SAUDE DO DISTRITO FEDERAL
22_20.12.2019.1-R8,22_20.12.2019.1,REL_ADITAMENTO_CONTRATO,R8,matheus_santos,2022-04-02T22:47:26Z,EXTRATO_ADITAMENTO_CONTRATUAL,439,matheus_santos,2022-04-02T22:47:20Z,399905,1092,"Especie: Quarto Termo Aditivo ao Contrato no 114/2015-SES/DF. SIGGO: 32877. Partes: DISTRITO
FEDERAL, por intermedio de sua SECRETARIA DE ESTADO DE SAUDE DO DISTRITO FEDERAL
e a UNIAO FEDERAL, POR INTERMEDIO DA IMPRENSA NACIONAL. CNPJ no 04.196.645/0001-
00. Objeto: Prorrogar o prazo de vigencia do Contrato, por mais 12 (doze) meses, a contar de 17/12/2019
a 16/12/2020, com base no Inciso II, Art. 57 da Lei n 8.666/93. Vigencia: a contar da assinatura. Dotacao
Orcamentaria: Unidade Orcamentaria: 23901. Programa de Trabalho: 10122600285170052. Natureza da
Despesa: 339039. Fonte de Recursos: 100000000. Nota de Empenho: 2019NE09919. Valor de empenho
inicial: R$ 2.722,22 (dois mil e setecentos e vinte e dois reais e vinte e dois centavos). Emitido em
26/11/2019. Sob o evento: 400091. Na modalidade: Global. Despesa de Publicacao: SES. Processo no:
0060-006232/2015. Data de Assinatura: 13/12/2019. Pela SES/DF: OSNEI OKUMOTO. Pela contratada:
NELI DA COSTA SERAFIM GONCALVES. Testemunhas: CAMILA CALVET GUIMARAES e ANA
PAULA SOUSA P. e SILVA. Publicacao do Ajuste Original: 11/01/2016."
22_20.12.2019.1-R9,22_20.12.2019.1,REL_ADITAMENTO_CONTRATO,R9,matheus_santos,2022-04-02T22:47:56Z,EXTRATO_ADITAMENTO_CONTRATUAL,315,matheus_santos,2022-03-04T15:50:01Z,433342,1485,"EXTRATO DO 6o TERMO ADITIVO AO CONTRATO No 32/2015/SEMOB
Processo: 0098.002.072/2015. DAS PARTES: SEMOB x AVAL EMPRESA DE SEGURANCA LTDA.
DA MODALIDADE: Pregao Eletronico no 10/2015. DO OBJETO: 1)Prorrogar o prazo de vigencia do
contrato por mais 12 meses, com base  4o, art. 57 da Lei no 8.666, de 21 de junho de 1993, pelo periodo
compreendido de 10/12/2019 a 10/12/2020 e 2) Operacionalizar a Conta Vinculada, tratada na Lei n
4.636/2011 e Decreto Distrital n 36.164/2014 e alteracoes, conforme previsao na Clausula Oitava do
contrato original. DA DOTACAO ORCAMENTARIA: O valor do contrato permanece inalterado, valor
mensal de RS 633.719,49 (seiscentos e trinta e tres mil, setecentos e dezenove reais e quarenta e nove
centavos) e anual de RS 7.604.633,88 (sete milhoes, seiscentos e quatro mil, seiscentos e trinta e tres reais
e oitenta e oito centavos). DA VIGENCIA: O presente Termo Aditivo entra em vigencia a partir da data
de sua assinatura, podendo ser rescindido por parte da Contratante, em virtude de nova contratacao,
ficando vedada qualquer aplicacao de multa ou penalidade, Caso o Termo seja assinado de forma
eletronica, considerar-se-a para efeito de inicio da vigencia, a data em que o ultimo signatario do Termo
assinar. DATA DA ASSINATURA: 10/12/2019. DOS SIGNATARIOS: Pela Contratante, VALTER
CASIMIRO SILVEIRA, na qualidade de Secretario e Estado de Transporte e Mobilidade e pela
Contratada, ALEXANDRE AUGUSTO BRANCO DE ARAUJO, na qualidade de Representante."
22_20.12.2019.1-R9,22_20.12.2019.1,REL_ADITAMENTO_CONTRATO,R9,matheus_santos,2022-04-02T22:47:56Z,numero_termo_aditivo,305,matheus_santos,2022-03-04T15:50:01Z,433353,16,6o TERMO ADITIVO
22_20.12.2019.1-R9,22_20.12.2019.1,REL_ADITAMENTO_CONTRATO,R9,matheus_santos,2022-04-02T22:47:56Z,numero_contrato,307,matheus_santos,2022-03-04T15:50:01Z,433385,7,32/2015
22_20.12.2019.1-R9,22_20.12.2019.1,REL_ADITAMENTO_CONTRATO,R9,matheus_santos,2022-04-02T22:47:56Z,processo_gdf,300,matheus_santos,2022-03-04T15:50:01Z,433409,17,0098.002.072/2015
22_20.12.2019.1-R9,22_20.12.2019.1,REL_ADITAMENTO_CONTRATO,R9,matheus_santos,2022-04-02T22:47:56Z,orgao_contratante,308,matheus_santos,2022-03-04T15:50:01Z,433440,5,SEMOB
22_20.12.2019.1-R9,22_20.12.2019.1,REL_ADITAMENTO_CONTRATO,R9,matheus_santos,2022-04-02T22:47:56Z,objeto_aditamento_contratual,312,matheus_santos,2022-03-04T15:50:01Z,433538,351,"Prorrogar o prazo de vigencia do
contrato por mais 12 meses, com base  4o, art. 57 da Lei no 8.666, de 21 de junho de 1993, pelo periodo
compreendido de 10/12/2019 a 10/12/2020 e 2) Operacionalizar a Conta Vinculada, tratada na Lei n
4.636/2011 e Decreto Distrital n 36.164/2014 e alteracoes, conforme previsao na Clausula Oitava do
contrato original."
22_20.12.2019.1-R9,22_20.12.2019.1,REL_ADITAMENTO_CONTRATO,R9,matheus_santos,2022-04-02T22:47:56Z,data_escrito,304,matheus_santos,2022-03-04T15:50:01Z,434606,10,10/12/2019
22_20.12.2019.1-R9,22_20.12.2019.1,REL_ADITAMENTO_CONTRATO,R9,matheus_santos,2022-04-02T22:47:56Z,orgao_contratante,311,matheus_santos,2022-03-04T15:50:01Z,434695,46,Secretario e Estado de Transporte e Mobilidade
22_20.12.2019.1-R10,22_20.12.2019.1,REL_ADITAMENTO_CONTRATO,R10,matheus_santos,2022-04-02T22:48:12Z,orgao_contratante,309,matheus_santos,2022-03-04T15:49:56Z,434923,5,SEMOB
22_20.12.2019.1-R10,22_20.12.2019.1,REL_ADITAMENTO_CONTRATO,R10,matheus_santos,2022-04-02T22:48:12Z,EXTRATO_ADITAMENTO_CONTRATUAL,314,matheus_santos,2022-03-04T15:49:56Z,434826,1211,"EXTRATO DO 1 TERMO ADITIVO AO ACORDO DE COOPERACAO
Processo: 00090.0001177772018-10. DAS PARTES: SEMOB x INSTITUTO TELLUS. DO OBJETO:1).
Prorrogar o prazo de vigencia do contrato por mais 12 meses, com base  4o, art. 57 da Lei no 8.666, de
21 de junho de 1993;2). Alterar o polo CONTRATANTE do contrato originario, com fundamento no artigo
58, inciso I, da Lei no 8.666/93, passando a denominacao da representacao de SECRETARIA DE ESTADO
DE MOBILIDADE DO DISTRITO FEDERAL para SECRETARIA DE ESTADO DE TRANSPORTE E
MOBILIDADE DO DISTRITO FEDERAL, mantendo o mesmo CNPJ/MF no 00.394.726/0001-56. DA
VIGENCIA: O presente Termo Aditivo entra em vigencia a partir da data de sua assinatura, podendo ser
rescindido por parte da Contratante, em virtude de nova contratacao, ficando vedada qualquer aplicacao de
multa ou penalidade; caso o Termo seja assinado de forma eletronica, considerar-se-a para efeito de inicio
da vigencia, a data em que o ultimo signatario do Termo assinar. DATA DA ASSINATURA: 11/12/2019.
DOS SIGNATARIOS: Pela Contratante, VALTER CASIMIRO SILVEIRA, na qualidade de Secretario e
Estado de Transporte e Mobilidade e pela Contratada, GERMANO SOUZA GUIMARAES, na qualidade
de Diretor Presidente."
22_20.12.2019.1-R10,22_20.12.2019.1,REL_ADITAMENTO_CONTRATO,R10,matheus_santos,2022-04-02T22:48:12Z,numero_termo_aditivo,306,matheus_santos,2022-03-04T15:49:56Z,434837,15,1 TERMO ADITIVO
22_20.12.2019.1-R10,22_20.12.2019.1,REL_ADITAMENTO_CONTRATO,R10,matheus_santos,2022-04-02T22:48:12Z,processo_gdf,301,matheus_santos,2022-03-04T15:49:56Z,434887,22,00090.0001177772018-10
22_20.12.2019.1-R10,22_20.12.2019.1,REL_ADITAMENTO_CONTRATO,R10,matheus_santos,2022-04-02T22:48:12Z,objeto_aditamento_contratual,313,matheus_santos,2022-03-04T15:49:51Z,434963,456,"Prorrogar o prazo de vigencia do contrato por mais 12 meses, com base  4o, art. 57 da Lei no 8.666, de
21 de junho de 1993;2). Alterar o polo CONTRATANTE do contrato originario, com fundamento no artigo
58, inciso I, da Lei no 8.666/93, passando a denominacao da representacao de SECRETARIA DE ESTADO
DE MOBILIDADE DO DISTRITO FEDERAL para SECRETARIA DE ESTADO DE TRANSPORTE E
MOBILIDADE DO DISTRITO FEDERAL, mantendo o mesmo CNPJ/MF no 00.394.726/0001-56."
22_20.12.2019.1-R10,22_20.12.2019.1,REL_ADITAMENTO_CONTRATO,R10,matheus_santos,2022-04-02T22:48:12Z,orgao_contratante,310,matheus_santos,2022-03-04T15:49:51Z,435243,54,"SECRETARIA DE ESTADO
DE MOBILIDADE DO DISTRITO FEDERAL"
22_20.12.2019.1-R10,22_20.12.2019.1,REL_ADITAMENTO_CONTRATO,R10,matheus_santos,2022-04-02T22:48:12Z,data_escrito,303,matheus_santos,2022-03-04T15:49:56Z,435822,10,11/12/2019
22_20.12.2019.1-R19,22_20.12.2019.1,REL_AVISO_LICITACAO,R19,carla_araujo,2022-04-04T01:15:33Z,modalidade_licitacao,423,carla_araujo,2022-03-23T23:03:04Z,436081,17,PREGAO ELETRONICO
22_20.12.2019.1-R19,22_20.12.2019.1,REL_AVISO_LICITACAO,R19,carla_araujo,2022-04-04T01:15:33Z,numero_licitacao,424,carla_araujo,2022-03-23T23:03:04Z,436102,7,03/2019
22_20.12.2019.1-R19,22_20.12.2019.1,REL_AVISO_LICITACAO,R19,carla_araujo,2022-04-04T01:15:33Z,codigo_licitacao_sistema_compras,425,carla_araujo,2022-03-23T23:03:04Z,436117,6,925046
22_20.12.2019.1-R19,22_20.12.2019.1,REL_AVISO_LICITACAO,R19,carla_araujo,2022-04-04T01:15:33Z,orgao_licitante,426,carla_araujo,2022-03-23T23:03:04Z,436145,8,METRO-DF
22_20.12.2019.1-R19,22_20.12.2019.1,REL_AVISO_LICITACAO,R19,carla_araujo,2022-04-04T01:15:33Z,processo_gdf,428,carla_araujo,2022-03-23T23:02:23Z,436497,22,00097-00003659/2018-32
22_20.12.2019.1-R19,22_20.12.2019.1,REL_AVISO_LICITACAO,R19,carla_araujo,2022-04-04T01:15:33Z,valor_estimado_contratacao,430,carla_araujo,2022-03-23T23:03:04Z,436567,8,sigiloso
22_20.12.2019.1-R19,22_20.12.2019.1,REL_AVISO_LICITACAO,R19,carla_araujo,2022-04-04T01:15:33Z,sistema_compras,431,carla_araujo,2022-03-23T23:03:04Z,436876,32,www.comprasgovernamentais.gov.br
22_20.12.2019.1-R19,22_20.12.2019.1,REL_AVISO_LICITACAO,R19,carla_araujo,2022-04-04T01:15:33Z,nome_responsavel,432,carla_araujo,2022-03-23T23:03:04Z,436987,25,ANDERSON LUIZ SENNA COSTA
22_20.12.2019.1-R19,22_20.12.2019.1,REL_AVISO_LICITACAO,R19,carla_araujo,2022-04-04T01:15:33Z,tipo_objeto,464,carla_araujo,2022-04-04T01:15:11Z,436256,11,contratacao
22_20.12.2019.1-R19,22_20.12.2019.1,REL_AVISO_LICITACAO,R19,carla_araujo,2022-04-04T01:15:33Z,objeto_licitacao,465,carla_araujo,2022-04-04T01:15:11Z,436256,264,"contratacao de empresa especializada para o fornecimento de dormentes especiais de madeira
de 1a Classe - Sobressalente de Consumo - para as Regioes de Aparelhos de Mudanca de Via (AMV's) na
Via Permanente do METRO-DF, conforme processo n.o 00097-00003659/2018-32."
